,titles,budgets,film_page_urls,directors,director_page_urls
1405,The Prophet,"                
            $12MM

","https://pro.imdb.com/title/tt1640718/?ref_=search_title_T1_result_1,406",Roger Allers,"https://pro.imdb.com/name/nm0021249/?ref_=search_title_T1_result_s_1,406"
1406,Let There Be Light,"                
            $3MM

","https://pro.imdb.com/title/tt5804314/?ref_=search_title_T1_result_1,407",Kevin Sorbo,"https://pro.imdb.com/name/nm0001757/?ref_=search_title_T1_result_s_1,407"
1407,Prince Avalanche,"                
            $725K

","https://pro.imdb.com/title/tt2195548/?ref_=search_title_T1_result_1,408",David Gordon Green,"https://pro.imdb.com/name/nm0337773/?ref_=search_title_T1_result_s_1,408"
1408,Little Men,"                
            $2MM

","https://pro.imdb.com/title/tt4919484/?ref_=search_title_T1_result_1,409",Ira Sachs,"https://pro.imdb.com/name/nm0755158/?ref_=search_title_T1_result_s_1,409"
1409,L!fe Happens,"                
            $930K

","https://pro.imdb.com/title/tt1726589/?ref_=search_title_T1_result_1,410",Kat Coiro,"https://pro.imdb.com/name/nm0192478/?ref_=search_title_T1_result_s_1,410"
1410,Lazer Team,"                
            $2.5MM

","https://pro.imdb.com/title/tt3864024/?ref_=search_title_T1_result_1,411",Matt Hullum,"https://pro.imdb.com/name/nm0401502/?ref_=search_title_T1_result_s_1,411"
1411,The Face of Love,"                
            $4MM

","https://pro.imdb.com/title/tt1839642/?ref_=search_title_T1_result_1,412",Arie Posin,"https://pro.imdb.com/name/nm1242062/?ref_=search_title_T1_result_s_1,412"
1412,The Identical,"                
            $16MM

","https://pro.imdb.com/title/tt2326574/?ref_=search_title_T1_result_1,413",Dustin Marcellino,"https://pro.imdb.com/name/nm5204466/?ref_=search_title_T1_result_s_1,413"
1413,I'm in Love with a Church Girl,"                
            $5MM

","https://pro.imdb.com/title/tt1618432/?ref_=search_title_T1_result_1,414",Steve Race,"https://pro.imdb.com/name/nm0705058/?ref_=search_title_T1_result_s_1,414"
1414,Bombshell: The Hedy Lamarr Story,"                
            $1.5MM

","https://pro.imdb.com/title/tt6752848/?ref_=search_title_T1_result_1,415",Alexandra Dean,"https://pro.imdb.com/name/nm2645944/?ref_=search_title_T1_result_s_1,415"
1415,Rosewater,"                
            $5MM

","https://pro.imdb.com/title/tt2752688/?ref_=search_title_T1_result_1,416",Jon Stewart,"https://pro.imdb.com/name/nm0829537/?ref_=search_title_T1_result_s_1,416"
1416,Our Family Wedding,"                
            $14MM

","https://pro.imdb.com/title/tt1305583/?ref_=search_title_T1_result_1,417",Rick Famuyiwa,"https://pro.imdb.com/name/nm0266622/?ref_=search_title_T1_result_s_1,417"
1417,The Virginity Hit,"                
            $3.4MM

","https://pro.imdb.com/title/tt1695994/?ref_=search_title_T1_result_1,418",Huck Botko,"https://pro.imdb.com/name/nm1428204/?ref_=search_title_T1_result_s_1,418"
1418,Baggage Claim,"                
            $8.5MM

","https://pro.imdb.com/title/tt1171222/?ref_=search_title_T1_result_1,419",David E. Talbert,"https://pro.imdb.com/name/nm0847859/?ref_=search_title_T1_result_s_1,419"
1419,A Madea Christmas,"                
            $25MM

","https://pro.imdb.com/title/tt2609758/?ref_=search_title_T1_result_1,420",Tyler Perry,"https://pro.imdb.com/name/nm1347153/?ref_=search_title_T1_result_s_1,420"
1420,Restless,"                
            $15MM

","https://pro.imdb.com/title/tt1498569/?ref_=search_title_T1_result_1,421",Gus Van Sant,"https://pro.imdb.com/name/nm0001814/?ref_=search_title_T1_result_s_1,421"
1421,Dylan Dog: Dead of Night,"                
            $20MM

","https://pro.imdb.com/title/tt1013860/?ref_=search_title_T1_result_1,422",Kevin Munroe,"https://pro.imdb.com/name/nm1083489/?ref_=search_title_T1_result_s_1,422"
1422,Southside with You,"                
            $1.5MM

","https://pro.imdb.com/title/tt4258698/?ref_=search_title_T1_result_1,423",Richard Tanne,"https://pro.imdb.com/name/nm1973681/?ref_=search_title_T1_result_s_1,423"
1423,High School,"                
            $10MM

","https://pro.imdb.com/title/tt1247667/?ref_=search_title_T1_result_1,424",John Stalberg Jr.,"https://pro.imdb.com/name/nm1226069/?ref_=search_title_T1_result_s_1,424"
1424,One Direction: This Is Us,"                
            $10MM

","https://pro.imdb.com/title/tt2515086/?ref_=search_title_T1_result_1,425",Morgan Spurlock,"https://pro.imdb.com/name/nm1041597/?ref_=search_title_T1_result_s_1,425"
1425,Brotherly Love,"                
            $1.9MM

","https://pro.imdb.com/title/tt3262990/?ref_=search_title_T1_result_1,426",Jamal Hill,"https://pro.imdb.com/name/nm2273232/?ref_=search_title_T1_result_s_1,426"
1426,The Investigator,"                
            $1.1MM

","https://pro.imdb.com/title/tt1922748/?ref_=search_title_T1_result_1,427",Curtis Graham,"https://pro.imdb.com/name/nm0333983/?ref_=search_title_T1_result_s_1,427"
1427,Once I Was a Beehive,"                
            $200K

","https://pro.imdb.com/title/tt4002772/?ref_=search_title_T1_result_1,428",Maclain Nelson,"https://pro.imdb.com/name/nm1656974/?ref_=search_title_T1_result_s_1,428"
1428,Kevin Hart: What Now?,"                
            $9.9MM

","https://pro.imdb.com/title/tt4669186/?ref_=search_title_T1_result_1,429",Leslie Small,"https://pro.imdb.com/name/nm0806492/?ref_=search_title_T1_result_s_1,429"
1429,23 Blast,"                
            $1MM

","https://pro.imdb.com/title/tt2304459/?ref_=search_title_T1_result_1,430",Dylan Baker,"https://pro.imdb.com/name/nm0048414/?ref_=search_title_T1_result_s_1,430"
1430,Dark Horse,"                
            $2MM

","https://pro.imdb.com/title/tt1690455/?ref_=search_title_T1_result_1,431",Todd Solondz,"https://pro.imdb.com/name/nm0001754/?ref_=search_title_T1_result_s_1,431"
1431,Battle of the Year,"                
            $20MM

","https://pro.imdb.com/title/tt1532958/?ref_=search_title_T1_result_1,432",Benson Lee,"https://pro.imdb.com/name/nm0496863/?ref_=search_title_T1_result_s_1,432"
1432,All Saints,"                
            $6MM

","https://pro.imdb.com/title/tt4663548/?ref_=search_title_T1_result_1,433",Steve Gomer,"https://pro.imdb.com/name/nm0326837/?ref_=search_title_T1_result_s_1,433"
1433,The Ultimate Life,"                
            $3.1MM

","https://pro.imdb.com/title/tt1778924/?ref_=search_title_T1_result_1,434",Michael Landon Jr.,"https://pro.imdb.com/name/nm0484901/?ref_=search_title_T1_result_s_1,434"
1434,Brothers,"                
            $10MM

","https://pro.imdb.com/title/tt3802576/?ref_=search_title_T1_result_1,435",Karan Malhotra,"https://pro.imdb.com/name/nm1633551/?ref_=search_title_T1_result_s_1,435"
1435,Treehouse,"                
            $3.2MM

","https://pro.imdb.com/title/tt1791681/?ref_=search_title_T1_result_1,436",Michael G. Bartlett,"https://pro.imdb.com/name/nm2408930/?ref_=search_title_T1_result_s_1,436"
1436,Pina,"                
            €3.2MM

","https://pro.imdb.com/title/tt1440266/?ref_=search_title_T1_result_1,437",Wim Wenders,"https://pro.imdb.com/name/nm0000694/?ref_=search_title_T1_result_s_1,437"
1437,Snow Flower and the Secret Fan,"                
            $6MM

","https://pro.imdb.com/title/tt1541995/?ref_=search_title_T1_result_1,438",Wayne Wang,"https://pro.imdb.com/name/nm0911061/?ref_=search_title_T1_result_s_1,438"
1438,The Music Never Stopped,"                
            $4MM

","https://pro.imdb.com/title/tt1613062/?ref_=search_title_T1_result_1,439",Jim Kohlberg,"https://pro.imdb.com/name/nm0463242/?ref_=search_title_T1_result_s_1,439"
1439,Alleluia! The Devil's Carnival,"                
            $500K

","https://pro.imdb.com/title/tt3892618/?ref_=search_title_T1_result_1,440",Darren Lynn Bousman,"https://pro.imdb.com/name/nm1135423/?ref_=search_title_T1_result_s_1,440"
1440,Go for It!,"                
            $200K

","https://pro.imdb.com/title/tt1307926/?ref_=search_title_T1_result_1,441",Carmen Marrón,"https://pro.imdb.com/name/nm3164568/?ref_=search_title_T1_result_s_1,441"
1441,Filly Brown,"                
            $427K

","https://pro.imdb.com/title/tt1869425/?ref_=search_title_T1_result_1,442",Youssef Delara,"https://pro.imdb.com/name/nm0216459/?ref_=search_title_T1_result_s_1,442"
1442,Hillary's America: The Secret History of the Democratic Party,"                
            $5MM

","https://pro.imdb.com/title/tt5646136/?ref_=search_title_T1_result_1,443",Dinesh D'Souza,"https://pro.imdb.com/name/nm1625338/?ref_=search_title_T1_result_s_1,443"
1443,Legends of Oz: Dorothy's Return,"                
            $70MM

","https://pro.imdb.com/title/tt0884726/?ref_=search_title_T1_result_1,444",Will Finn,"https://pro.imdb.com/name/nm0278181/?ref_=search_title_T1_result_s_1,444"
1444,The Girl on the Train,"                
            $8MM

","https://pro.imdb.com/title/tt2387589/?ref_=search_title_T1_result_1,445",Larry Brand,"https://pro.imdb.com/name/nm0104487/?ref_=search_title_T1_result_s_1,445"
1445,The Summit,"                
            $1MM

","https://pro.imdb.com/title/tt2363471/?ref_=search_title_T1_result_1,446",Nick Ryan,"https://pro.imdb.com/name/nm2501199/?ref_=search_title_T1_result_s_1,446"
1446,October Baby,"                
            $1MM

","https://pro.imdb.com/title/tt1720182/?ref_=search_title_T1_result_1,447",Andrew Erwin,"https://pro.imdb.com/name/nm3401779/?ref_=search_title_T1_result_s_1,447"
1447,An Inconvenient Sequel: Truth to Power,"                
            $1MM

","https://pro.imdb.com/title/tt6322922/?ref_=search_title_T1_result_1,448",Bonni Cohen,"https://pro.imdb.com/name/nm1010896/?ref_=search_title_T1_result_s_1,448"
1448,Letters to God,"                
            $3.5MM

","https://pro.imdb.com/title/tt1462054/?ref_=search_title_T1_result_1,449",David Nixon,"https://pro.imdb.com/name/nm1117098/?ref_=search_title_T1_result_s_1,449"
1449,The Resurrection of Gavin Stone,"                
            $2MM

","https://pro.imdb.com/title/tt4902904/?ref_=search_title_T1_result_1,450",Dallas Jenkins,"https://pro.imdb.com/name/nm0420817/?ref_=search_title_T1_result_s_1,450"
1450,Cesar Chavez,"                
            $10MM

","https://pro.imdb.com/title/tt1621046/?ref_=search_title_T1_result_1,451",Diego Luna,"https://pro.imdb.com/name/nm0526019/?ref_=search_title_T1_result_s_1,451"
1451,Life Itself,"                
            $154K

","https://pro.imdb.com/title/tt2382298/?ref_=search_title_T1_result_1,452",Steve James,"https://pro.imdb.com/name/nm0416945/?ref_=search_title_T1_result_s_1,452"
1452,50 to 1,"                
            $10MM

","https://pro.imdb.com/title/tt1777595/?ref_=search_title_T1_result_1,453",Jim Wilson,"https://pro.imdb.com/name/nm0933604/?ref_=search_title_T1_result_s_1,453"
1453,Unconditional,"                
            $2MM

","https://pro.imdb.com/title/tt1758610/?ref_=search_title_T1_result_1,454",Brent McCorkle,"https://pro.imdb.com/name/nm3634546/?ref_=search_title_T1_result_s_1,454"
1454,The Extra Man,"                
            $7MM

","https://pro.imdb.com/title/tt1361313/?ref_=search_title_T1_result_1,455",Shari Springer Berman,"https://pro.imdb.com/name/nm0075849/?ref_=search_title_T1_result_s_1,455"
1455,Crooked Arrows,"                
            $13MM

","https://pro.imdb.com/title/tt1954352/?ref_=search_title_T1_result_1,456",Steve Rash,"https://pro.imdb.com/name/nm0711114/?ref_=search_title_T1_result_s_1,456"
1456,Blue Like Jazz,"                
            $1.2MM

","https://pro.imdb.com/title/tt1758575/?ref_=search_title_T1_result_1,457",Steve Taylor,"https://pro.imdb.com/name/nm1741105/?ref_=search_title_T1_result_s_1,457"
1457,Creature,"                
            $3MM

","https://pro.imdb.com/title/tt1686018/?ref_=search_title_T1_result_1,458",Fred Andrews,"https://pro.imdb.com/name/nm1088871/?ref_=search_title_T1_result_s_1,458"
1458,The Last Godfather,"                
            $13MM

","https://pro.imdb.com/title/tt1584131/?ref_=search_title_T1_result_1,459",Hyung-rae Shim,"https://pro.imdb.com/name/nm0405374/?ref_=search_title_T1_result_s_1,459"
1459,Seven Days in Utopia,"                
            $7.5MM

","https://pro.imdb.com/title/tt1699147/?ref_=search_title_T1_result_1,460",Matthew Dean Russell,"https://pro.imdb.com/name/nm1634071/?ref_=search_title_T1_result_s_1,460"
1460,Chimpanzee,"                
            $5MM

","https://pro.imdb.com/title/tt1222815/?ref_=search_title_T1_result_1,461",Alastair Fothergill,"https://pro.imdb.com/name/nm0288144/?ref_=search_title_T1_result_s_1,461"
1461,Peeples,"                
            $15MM

","https://pro.imdb.com/title/tt1699755/?ref_=search_title_T1_result_1,462",Tina Gordon,"https://pro.imdb.com/name/nm1202276/?ref_=search_title_T1_result_s_1,462"
1462,African Cats,"                
            $5MM

","https://pro.imdb.com/title/tt1223236/?ref_=search_title_T1_result_1,463",Keith Scholey,"https://pro.imdb.com/name/nm0774582/?ref_=search_title_T1_result_s_1,463"
1463,A Boy Called Po,"                
            $1.7MM

","https://pro.imdb.com/title/tt1401621/?ref_=search_title_T1_result_1,464",John Asher,"https://pro.imdb.com/name/nm0038875/?ref_=search_title_T1_result_s_1,464"
1464,Black Nativity,"                
            $18MM

","https://pro.imdb.com/title/tt1425922/?ref_=search_title_T1_result_1,465",Kasi Lemmons,"https://pro.imdb.com/name/nm0501435/?ref_=search_title_T1_result_s_1,465"
1465,Sleepwalk with Me,"                
            $1MM

","https://pro.imdb.com/title/tt2077851/?ref_=search_title_T1_result_1,466",Mike Birbiglia,"https://pro.imdb.com/name/nm1898126/?ref_=search_title_T1_result_s_1,466"
1466,Bully,"                
            $1.1MM

","https://pro.imdb.com/title/tt1682181/?ref_=search_title_T1_result_1,467",Lee Hirsch,"https://pro.imdb.com/name/nm1097276/?ref_=search_title_T1_result_s_1,467"
1467,Copperhead,"                
            $12MM

","https://pro.imdb.com/title/tt2404555/?ref_=search_title_T1_result_1,468",Ron Maxwell,"https://pro.imdb.com/name/nm0561813/?ref_=search_title_T1_result_s_1,468"
1468,The Future,"                
            $1MM

","https://pro.imdb.com/title/tt1235170/?ref_=search_title_T1_result_1,469",Miranda July,"https://pro.imdb.com/name/nm0432380/?ref_=search_title_T1_result_s_1,469"
1469,The Greatest Movie Ever Sold,"                
            $1.5MM

","https://pro.imdb.com/title/tt1743720/?ref_=search_title_T1_result_1,470",Morgan Spurlock,"https://pro.imdb.com/name/nm1041597/?ref_=search_title_T1_result_s_1,470"
1470,Best of Enemies: Buckley vs. Vidal,"                
            $1MM

","https://pro.imdb.com/title/tt3518012/?ref_=search_title_T1_result_1,471",Robert Gordon,"https://pro.imdb.com/name/nm1271076/?ref_=search_title_T1_result_s_1,471"
1471,Home Run,"                
            $1.2MM

","https://pro.imdb.com/title/tt2051894/?ref_=search_title_T1_result_1,472",David Boyd,"https://pro.imdb.com/name/nm0101741/?ref_=search_title_T1_result_s_1,472"
1472,A Lego Brickumentary,"                
            $1MM

","https://pro.imdb.com/title/tt3214286/?ref_=search_title_T1_result_1,473",Kief Davidson,"https://pro.imdb.com/name/nm0203400/?ref_=search_title_T1_result_s_1,473"
1473,The 5th Quarter,"                
            $6MM

","https://pro.imdb.com/title/tt1130964/?ref_=search_title_T1_result_1,474",Rick Bieber,"https://pro.imdb.com/name/nm0081279/?ref_=search_title_T1_result_s_1,474"
1474,Make Your Move,"                
            $15MM

","https://pro.imdb.com/title/tt1828959/?ref_=search_title_T1_result_1,475",Duane Adler,"https://pro.imdb.com/name/nm0012137/?ref_=search_title_T1_result_s_1,475"
1475,Holy Rollers,"                
            $1MM

","https://pro.imdb.com/title/tt1143896/?ref_=search_title_T1_result_1,476",Kevin Asch,"https://pro.imdb.com/name/nm0038475/?ref_=search_title_T1_result_s_1,476"
1476,Justin Bieber's Believe,"                
            $5MM

","https://pro.imdb.com/title/tt3165608/?ref_=search_title_T1_result_1,477",Jon M. Chu,"https://pro.imdb.com/name/nm0160840/?ref_=search_title_T1_result_s_1,477"
1477,The Bounce Back,"                
            $3MM

","https://pro.imdb.com/title/tt3253232/?ref_=search_title_T1_result_1,478",Youssef Delara,"https://pro.imdb.com/name/nm0216459/?ref_=search_title_T1_result_s_1,478"
